combined_id,ugc_type,wfo,valid_from_date,valid_to_date,state,fips,name,lat,lon,timezone,display_name,short_ugc,region
"CO-Z095.1","Zone","PUB","","","CO","95","WESTERN KIOWA COUNTY","","","MST","(CO-Z095) WESTERN KIOWA COUNTY","CO-Z095","CR"
"CO-Z096.1","Zone","PUB","","","CO","96","EASTERN KIOWA COUNTY","","","MST","(CO-Z096) EASTERN KIOWA COUNTY","CO-Z096","CR"
"CO-Z097.1","Zone","PUB","","","CO","97","BENT COUNTY","","","MST","(CO-Z097) BENT COUNTY","CO-Z097","CR"
"CO-Z098.1","Zone","PUB","","","CO","98","LAMAR VICINITY / PROWERS COUNTY","","","MST","(CO-Z098) LAMAR VICINITY / PROWERS COUNTY","CO-Z098","CR"
"CO-Z099.1","Zone","PUB","","","CO","99","SPRINGFIELD VICINITY / BACA COUNTY","","","MST","(CO-Z099) SPRINGFIELD VICINITY / BACA COUNTY","CO-Z099","CR"
"CT-C001.1","County","OKX","","","CT","1","FAIRFIELD","4119","7323","EST","(CT-C001) FAIRFIELD","CT-C001","ER"
"CT-C003.1","County","BOX","","","CT","3","HARTFORD","4147","7254","EST","(CT-C003) HARTFORD","CT-C003","ER"
"CT-C005.1","County","ALY","","","CT","5","LITCHFIELD","4146","7313","EST","(CT-C005) LITCHFIELD","CT-C005","ER"
"CT-C007.1","County","OKX","","","CT","7","MIDDLESEX","4129","7231","EST","(CT-C007) MIDDLESEX","CT-C007","ER"
"CT-C009.1","County","OKX","","","CT","9","NEW HAVEN","4128","7257","EST","(CT-C009) NEW HAVEN","CT-C009","ER"
"CT-C011.1","County","OKX","","","CT","11","NEW LONDON","4129","7207","EST","(CT-C011) NEW LONDON","CT-C011","ER"
"CT-C013.1","County","BOX","","","CT","13","TOLLAND","4148","7218","EST","(CT-C013) TOLLAND","CT-C013","ER"
"CT-C015.1","County","BOX","","","CT","15","WINDHAM","4150","7159","EST","(CT-C015) WINDHAM","CT-C015","ER"
"CT-Z001.1","Zone","ALY","","","CT","1","NORTHERN LITCHFIELD","","","EST","(CT-Z001) NORTHERN LITCHFIELD","CT-Z001","ER"
"CT-Z002.1","Zone","BOX","","","CT","2","HARTFORD","","","EST","(CT-Z002) HARTFORD","CT-Z002","ER"
"CT-Z003.1","Zone","BOX","","","CT","3","TOLLAND","","","EST","(CT-Z003) TOLLAND","CT-Z003","ER"
"CT-Z004.1","Zone","BOX","","","CT","4","WINDHAM","","","EST","(CT-Z004) WINDHAM","CT-Z004","ER"
"CT-Z005.1","Zone","OKX","","","CT","5","NORTHERN FAIRFIELD","","","EST","(CT-Z005) NORTHERN FAIRFIELD","CT-Z005","ER"
"CT-Z006.1","Zone","OKX","","","CT","6","NORTHERN NEW HAVEN","","","EST","(CT-Z006) NORTHERN NEW HAVEN","CT-Z006","ER"
"CT-Z007.1","Zone","OKX","","","CT","7","NORTHERN MIDDLESEX","","","EST","(CT-Z007) NORTHERN MIDDLESEX","CT-Z007","ER"
"CT-Z008.1","Zone","OKX","","","CT","8","NORTHERN NEW LONDON","","","EST","(CT-Z008) NORTHERN NEW LONDON","CT-Z008","ER"
"CT-Z009.1","Zone","OKX","","","CT","9","SOUTHERN FAIRFIELD","","","EST","(CT-Z009) SOUTHERN FAIRFIELD","CT-Z009","ER"
"CT-Z010.1","Zone","OKX","","","CT","10","SOUTHERN NEW HAVEN","","","EST","(CT-Z010) SOUTHERN NEW HAVEN","CT-Z010","ER"
"CT-Z011.1","Zone","OKX","","","CT","11","SOUTHERN MIDDLESEX","","","EST","(CT-Z011) SOUTHERN MIDDLESEX","CT-Z011","ER"
"CT-Z012.1","Zone","OKX","","","CT","12","SOUTHERN NEW LONDON","","","EST","(CT-Z012) SOUTHERN NEW LONDON","CT-Z012","ER"
"CT-Z013.1","Zone","ALY","","","CT","13","SOUTHERN LITCHFIELD","","","EST","(CT-Z013) SOUTHERN LITCHFIELD","CT-Z013","ER"
"DC-C001.1","County","LWX","","","DC","1","DISTRICT OF COLUMBIA","3855","7701","EST","(DC-C001) DISTRICT OF COLUMBIA","DC-C001","ER"
"DC-Z001.1","Zone","LWX","","","DC","1","DISTRICT OF COLUMBIA","","","EST","(DC-Z001) DISTRICT OF COLUMBIA","DC-Z001","ER"
"DE-C001.1","County","PHI","","","DE","1","KENT","3906","7534","EST","(DE-C001) KENT","DE-C001","ER"
"DE-C003.1","County","PHI","","","DE","3","NEW CASTLE","3937","7539","EST","(DE-C003) NEW CASTLE","DE-C003","ER"
"DE-C005.1","County","PHI","","","DE","5","SUSSEX","3843","7525","EST","(DE-C005) SUSSEX","DE-C005","ER"
"DE-Z001.1","Zone","PHI","","","DE","1","NEW CASTLE","","","EST","(DE-Z001) NEW CASTLE","DE-Z001","ER"
"DE-Z002.1","Zone","PHI","","","DE","2","KENT","","","EST","(DE-Z002) KENT","DE-Z002","ER"
"DE-Z003.1","Zone","PHI","","","DE","3","INLAND SUSSEX","","","EST","(DE-Z003) INLAND SUSSEX","DE-Z003","ER"
"DE-Z004.1","Zone","PHI","","","DE","4","DELAWARE BEACHES","0","0","EST","(DE-Z004) DELAWARE BEACHES","DE-Z004","ER"
"FL-C001.1","County","JAX","","","FL","1","ALACHUA","2942","8221","EST","(FL-C001) ALACHUA","FL-C001","SR"
"FL-C003.1","County","JAX","","","FL","3","BAKER","3022","8215","EST","(FL-C003) BAKER","FL-C003","SR"
"FL-C005.1","County","TAE","","","FL","5","BAY","3013","8542","CST","(FL-C005) BAY","FL-C005","SR"
"FL-C007.1","County","JAX","","","FL","7","BRADFORD","2958","8213","EST","(FL-C007) BRADFORD","FL-C007","SR"
"FL-C009.1","County","MLB","","","FL","9","BREVARD","2820","8049","EST","(FL-C009) BREVARD","FL-C009","SR"
"FL-C011.1","County","MFL","","","FL","11","BROWARD","2608","8030","EST","(FL-C011) BROWARD","FL-C011","SR"
"FL-C013.1","County","TAE","","","FL","13","CALHOUN","3024","8510","CST","(FL-C013) CALHOUN","FL-C013","SR"
"FL-C015.1","County","TBW","","","FL","15","CHARLOTTE","2654","8157","EST","(FL-C015) CHARLOTTE","FL-C015","SR"
"FL-C017.1","County","TBW","","","FL","17","CITRUS","2849","8230","EST","(FL-C017) CITRUS","FL-C017","SR"
"FL-C019.1","County","JAX","","","FL","19","CLAY","2959","8151","EST","(FL-C019) CLAY","FL-C019","SR"
"FL-C021.1","County","MFL","","","FL","21","COLLIER","2607","8121","EST","(FL-C021) COLLIER","FL-C021","SR"
"FL-C023.1","County","JAX","","","FL","23","COLUMBIA","3013","8238","EST","(FL-C023) COLUMBIA","FL-C023","SR"
"FL-C027.1","County","TBW","","","FL","27","DE SOTO","2711","8152","EST","(FL-C027) DE SOTO","FL-C027","SR"
"FL-C029.1","County","TAE","","","FL","29","DIXIE","2936","8310","EST","(FL-C029) DIXIE","FL-C029","SR"
"FL-C031.1","County","JAX","","","FL","31","DUVAL","3021","8143","EST","(FL-C031) DUVAL","FL-C031","SR"
"FL-C033.1","County","MOB","","","FL","33","ESCAMBIA","3042","8721","CST","(FL-C033) ESCAMBIA","FL-C033","SR"
"FL-C035.1","County","JAX","","","FL","35","FLAGLER","2926","8118","EST","(FL-C035) FLAGLER","FL-C035","SR"
"FL-C037.1","County","TAE","","","FL","37","FRANKLIN","2952","8442","EST","(FL-C037) FRANKLIN","FL-C037","SR"
"FL-C039.1","County","TAE","","","FL","39","GADSDEN","3033","8433","EST","(FL-C039) GADSDEN","FL-C039","SR"
"FL-C041.1","County","JAX","","","FL","41","GILCHRIST","2945","8249","EST","(FL-C041) GILCHRIST","FL-C041","SR"
"FL-C043.1","County","MFL","","","FL","43","GLADES","2655","8116","EST","(FL-C043) GLADES","FL-C043","SR"
"FL-C045.1","County","TAE","","","FL","45","GULF","2958","8512","CST","(FL-C045) GULF","FL-C045","SR"
"FL-C047.1","County","JAX","","","FL","47","HAMILTON","3030","8300","EST","(FL-C047) HAMILTON","FL-C047","SR"
"FL-C049.1","County","TBW","","","FL","49","HARDEE","2729","8148","EST","(FL-C049) HARDEE","FL-C049","SR"
"FL-C051.1","County","MFL","","","FL","51","HENDRY","2633","8114","EST","(FL-C051) HENDRY","FL-C051","SR"
"FL-C053.1","County","TBW","","","FL","53","HERNANDO","2837","8220","EST","(FL-C053) HERNANDO","FL-C053","SR"
"FL-C055.1","County","TBW","","","FL","55","HIGHLANDS","2722","8113","EST","(FL-C055) HIGHLANDS","FL-C055","SR"
"FL-C057.1","County","TBW","","","FL","57","HILLSBOROUGH","2755","8218","EST","(FL-C057) HILLSBOROUGH","FL-C057","SR"
"FL-C059.1","County","TAE","","","FL","59","HOLMES","3053","8549","CST","(FL-C059) HOLMES","FL-C059","SR"
"FL-C061.1","County","MLB","","","FL","61","INDIAN RIVER","2743","8037","EST","(FL-C061) INDIAN RIVER","FL-C061","SR"
"FL-C063.1","County","TAE","","","FL","63","JACKSON","3043","8513","CST","(FL-C063) JACKSON","FL-C063","SR"
"FL-C065.1","County","TAE","","","FL","65","JEFFERSON","3024","8349","EST","(FL-C065) JEFFERSON","FL-C065","SR"
"FL-C067.1","County","TAE","","","FL","67","LAFAYETTE","3003","8308","EST","(FL-C067) LAFAYETTE","FL-C067","SR"
"FL-C069.1","County","MLB","","","FL","69","LAKE","2850","8137","EST","(FL-C069) LAKE","FL-C069","SR"
"FL-C071.1","County","TBW","","","FL","71","LEE","2635","8152","EST","(FL-C071) LEE","FL-C071","SR"
"FL-C073.1","County","TAE","","","FL","73","LEON","3030","8418","EST","(FL-C073) LEON","FL-C073","SR"
"FL-C075.1","County","TBW","","","FL","75","LEVY","2920","8244","EST","(FL-C075) LEVY","FL-C075","SR"
"FL-C077.1","County","TAE","","","FL","77","LIBERTY","3018","8452","EST","(FL-C077) LIBERTY","FL-C077","SR"
"FL-C079.1","County","TAE","","","FL","79","MADISON","3030","8328","EST","(FL-C079) MADISON","FL-C079","SR"
"FL-C081.1","County","TBW","","","FL","81","MANATEE","2727","8215","EST","(FL-C081) MANATEE","FL-C081","SR"
"FL-C083.1","County","JAX","","","FL","83","MARION","2910","8204","EST","(FL-C083) MARION","FL-C083","SR"
"FL-C085.1","County","MLB","","","FL","85","MARTIN","2705","8025","EST","(FL-C085) MARTIN","FL-C085","SR"
"FL-C086.1","County","MFL","","","FL","86","MIAMI-DADE","2541","8031","EST","(FL-C086) MIAMI-DADE","FL-C086","SR"
"FL-C087.1","County","KEY","","","FL","87","MONROE","2526","8100","EST","(FL-C087) MONROE","FL-C087","SR"
"FL-C087.1","County","MFL","","","FL","87","MONROE","2526","8100","EST","(FL-C087) MONROE","FL-C087","SR"
"FL-C089.1","County","JAX","","","FL","89","NASSAU","3035","8142","EST","(FL-C089) NASSAU","FL-C089","SR"
"FL-C091.1","County","MOB","","","FL","91","OKALOOSA","3043","8635","CST","(FL-C091) OKALOOSA","FL-C091","SR"
"FL-C093.1","County","MLB","","","FL","93","OKEECHOBEE","2726","8055","EST","(FL-C093) OKEECHOBEE","FL-C093","SR"
"FL-C095.1","County","MLB","","","FL","95","ORANGE","2835","8116","EST","(FL-C095) ORANGE","FL-C095","SR"
"FL-C097.1","County","MLB","","","FL","97","OSCEOLA","2800","8117","EST","(FL-C097) OSCEOLA","FL-C097","SR"
"FL-C099.1","County","MFL","","","FL","99","PALM BEACH","2640","8030","EST","(FL-C099) PALM BEACH","FL-C099","SR"
"FL-C101.1","County","TBW","","","FL","101","PASCO","2818","8225","EST","(FL-C101) PASCO","FL-C101","SR"
"FL-C103.1","County","TBW","","","FL","103","PINELLAS","2755","8245","EST","(FL-C103) PINELLAS","FL-C103","SR"
"FL-C105.1","County","TBW","","","FL","105","POLK","2800","8135","EST","(FL-C105) POLK","FL-C105","SR"
"FL-C107.1","County","JAX","","","FL","107","PUTNAM","2937","8146","EST","(FL-C107) PUTNAM","FL-C107","SR"
"FL-C109.1","County","JAX","","","FL","109","ST. JOHNS","2958","8127","EST","(FL-C109) ST. JOHNS","FL-C109","SR"
"FL-C111.1","County","MLB","","","FL","111","ST. LUCIE","2740","8028","EST","(FL-C111) ST. LUCIE","FL-C111","SR"
"FL-C113.1","County","MOB","","","FL","113","SANTA ROSA","3043","8702","CST","(FL-C113) SANTA ROSA","FL-C113","SR"
"FL-C115.1","County","TBW","","","FL","115","SARASOTA","2710","8217","EST","(FL-C115) SARASOTA","FL-C115","SR"
"FL-C117.1","County","MLB","","","FL","117","SEMINOLE","2844","8113","EST","(FL-C117) SEMINOLE","FL-C117","SR"
"FL-C119.1","County","TBW","","","FL","119","SUMTER","2842","8205","EST","(FL-C119) SUMTER","FL-C119","SR"
"FL-C121.1","County","JAX","","","FL","121","SUWANNEE","3010","8302","EST","(FL-C121) SUWANNEE","FL-C121","SR"
"FL-C123.1","County","TAE","","","FL","123","TAYLOR","2957","8340","EST","(FL-C123) TAYLOR","FL-C123","SR"
"FL-C125.1","County","JAX","","","FL","125","UNION","3002","8221","EST","(FL-C125) UNION","FL-C125","SR"
"FL-C127.1","County","MLB","","","FL","127","VOLUSIA","2900","8110","EST","(FL-C127) VOLUSIA","FL-C127","SR"
"FL-C129.1","County","TAE","","","FL","129","WAKULLA","3008","8423","EST","(FL-C129) WAKULLA","FL-C129","SR"
"FL-C131.1","County","TAE","","","FL","131","WALTON","3037","8609","CST","(FL-C131) WALTON","FL-C131","SR"
"FL-C133.1","County","TAE","","","FL","133","WASHINGTON","3037","8540","CST","(FL-C133) WASHINGTON","FL-C133","SR"
"FL-Z001.1","Zone","MOB","","","FL","1","INLAND ESCAMBIA","","","CST","(FL-Z001) INLAND ESCAMBIA","FL-Z001","SR"
"FL-Z002.1","Zone","MOB","","","FL","2","COASTAL ESCAMBIA","","","CST","(FL-Z002) COASTAL ESCAMBIA","FL-Z002","SR"
"FL-Z003.1","Zone","MOB","","","FL","3","INLAND SANTA ROSA","","","CST","(FL-Z003) INLAND SANTA ROSA","FL-Z003","SR"
"FL-Z004.1","Zone","MOB","","","FL","4","COASTAL SANTA ROSA","","","CST","(FL-Z004) COASTAL SANTA ROSA","FL-Z004","SR"
"FL-Z005.1","Zone","MOB","","","FL","5","INLAND OKALOOSA","","","CST","(FL-Z005) INLAND OKALOOSA","FL-Z005","SR"
"FL-Z006.1","Zone","MOB","","","FL","6","COASTAL OKALOOSA","","","CST","(FL-Z006) COASTAL OKALOOSA","FL-Z006","SR"
"FL-Z007.1","Zone","TAE","","4/1/2010 2:59:00 AM","FL","7","INLAND WALTON","","","EST","(FL-Z007) INLAND WALTON","FL-Z007","SR"
"FL-Z008.1","Zone","TAE","","4/1/2010 2:59:00 AM","FL","8","COASTAL WALTON","","","EST","(FL-Z008) COASTAL WALTON","FL-Z008","SR"
"FL-Z008.2","Zone","TAE","4/1/2010 3:00:00 AM","","FL","8","CENTRAL WALTON","","","EST","(FL-Z008) CENTRAL WALTON","FL-Z008","SR"
"FL-Z009.1","Zone","TAE","","","FL","9","HOLMES","","","EST","(FL-Z009) HOLMES","FL-Z009","SR"
"FL-Z010.1","Zone","TAE","","","FL","10","WASHINGTON","","","EST","(FL-Z010) WASHINGTON","FL-Z010","SR"
"FL-Z011.1","Zone","TAE","","","FL","11","JACKSON","","","EST","(FL-Z011) JACKSON","FL-Z011","SR"
"FL-Z012.1","Zone","TAE","","4/1/2010 2:59:00 AM","FL","12","BAY","","","EST","(FL-Z012) BAY","FL-Z012","SR"
"FL-Z012.2","Zone","TAE","4/1/2010 3:00:00 AM","","FL","12","INLAND BAY","","","EST","(FL-Z012) INLAND BAY","FL-Z012","SR"
"FL-Z013.1","Zone","TAE","","","FL","13","CALHOUN","","","EST","(FL-Z013) CALHOUN","FL-Z013","SR"
"FL-Z014.1","Zone","TAE","","4/1/2010 2:59:00 AM","FL","14","GULF","","","EST","(FL-Z014) GULF","FL-Z014","SR"
"FL-Z014.2","Zone","TAE","4/1/2010 3:00:00 AM","","FL","14","INLAND GULF","","","EST","(FL-Z014) INLAND GULF","FL-Z014","SR"
"FL-Z015.1","Zone","TAE","","4/1/2010 2:59:00 AM","FL","15","FRANKLIN","","","EST","(FL-Z015) FRANKLIN","FL-Z015","SR"
"FL-Z015.2","Zone","TAE","4/1/2010 3:00:00 AM","","FL","15","INLAND FRANKLIN","","","EST","(FL-Z015) INLAND FRANKLIN","FL-Z015","SR"
"FL-Z016.1","Zone","TAE","","","FL","16","GADSDEN","","","EST","(FL-Z016) GADSDEN","FL-Z016","SR"
"FL-Z017.1","Zone","TAE","","","FL","17","LEON","","","EST","(FL-Z017) LEON","FL-Z017","SR"
"FL-Z018.1","Zone","TAE","","4/1/2010 2:59:00 AM","FL","18","JEFFERSON","","","EST","(FL-Z018) JEFFERSON","FL-Z018","SR"
"FL-Z018.2","Zone","TAE","4/1/2010 3:00:00 AM","","FL","18","INLAND JEFFERSON","","","EST","(FL-Z018) INLAND JEFFERSON","FL-Z018","SR"
"FL-Z019.1","Zone","TAE","","","FL","19","MADISON","","","EST","(FL-Z019) MADISON","FL-Z019","SR"
"FL-Z020.1","Zone","JAX","","","FL","20","HAMILTON","","","EST","(FL-Z020) HAMILTON","FL-Z020","SR"
"FL-Z021.1","Zone","JAX","","","FL","21","SUWANNEE","","","EST","(FL-Z021) SUWANNEE","FL-Z021","SR"
"FL-Z022.1","Zone","JAX","","","FL","22","COLUMBIA","","","EST","(FL-Z022) COLUMBIA","FL-Z022","SR"
"FL-Z023.1","Zone","JAX","","","FL","23","BAKER","","","EST","(FL-Z023) BAKER","FL-Z023","SR"
"FL-Z024.1","Zone","JAX","","","FL","24","NASSAU","","","EST","(FL-Z024) NASSAU","FL-Z024","SR"
"FL-Z025.1","Zone","JAX","","","FL","25","DUVAL","","","EST","(FL-Z025) DUVAL","FL-Z025","SR"
"FL-Z026.1","Zone","TAE","","","FL","26","LIBERTY","","","EST","(FL-Z026) LIBERTY","FL-Z026","SR"
"FL-Z027.1","Zone","TAE","","4/1/2010 2:59:00 AM","FL","27","WAKULLA","","","EST","(FL-Z027) WAKULLA","FL-Z027","SR"
"FL-Z027.2","Zone","TAE","4/1/2010 3:00:00 AM","","FL","27","INLAND WAKULLA","","","EST","(FL-Z027) INLAND WAKULLA","FL-Z027","SR"
"FL-Z028.1","Zone","TAE","","4/1/2010 2:59:00 AM","FL","28","TAYLOR","","","EST","(FL-Z028) TAYLOR","FL-Z028","SR"
"FL-Z028.2","Zone","TAE","4/1/2010 3:00:00 AM","","FL","28","INLAND TAYLOR","","","EST","(FL-Z028) INLAND TAYLOR","FL-Z028","SR"
"FL-Z029.1","Zone","TAE","","","FL","29","LAFAYETTE","","","EST","(FL-Z029) LAFAYETTE","FL-Z029","SR"
"FL-Z030.1","Zone","JAX","","","FL","30","UNION","","","EST","(FL-Z030) UNION","FL-Z030","SR"
"FL-Z031.1","Zone","JAX","","","FL","31","BRADFORD","","","EST","(FL-Z031) BRADFORD","FL-Z031","SR"
"FL-Z032.1","Zone","JAX","","","FL","32","CLAY","","","EST","(FL-Z032) CLAY","FL-Z032","SR"
"FL-Z033.1","Zone","JAX","","","FL","33","ST. JOHNS","","","EST","(FL-Z033) ST. JOHNS","FL-Z033","SR"
"FL-Z034.1","Zone","TAE","","4/1/2010 2:59:00 AM","FL","34","DIXIE","","","EST","(FL-Z034) DIXIE","FL-Z034","SR"
"FL-Z034.2","Zone","TAE","4/1/2010 3:00:00 AM","","FL","34","INLAND DIXIE","","","EST","(FL-Z034) INLAND DIXIE","FL-Z034","SR"
"FL-Z035.1","Zone","JAX","","","FL","35","GILCHRIST","","","EST","(FL-Z035) GILCHRIST","FL-Z035","SR"
"FL-Z036.1","Zone","JAX","","","FL","36","ALACHUA","","","EST","(FL-Z036) ALACHUA","FL-Z036","SR"
"FL-Z037.1","Zone","JAX","","","FL","37","PUTNAM","","","EST","(FL-Z037) PUTNAM","FL-Z037","SR"
"FL-Z038.1","Zone","JAX","","","FL","38","FLAGLER","","","EST","(FL-Z038) FLAGLER","FL-Z038","SR"
"FL-Z039.1","Zone","TBW","","12/3/2013 7:59:00 PM","FL","39","LEVY","","","EST","(FL-Z039) LEVY","FL-Z039","SR"
"FL-Z040.1","Zone","JAX","","","FL","40","MARION","","","EST","(FL-Z040) MARION","FL-Z040","SR"
"FL-Z041.1","Zone","MLB","","","FL","41","VOLUSIA","","","EST","(FL-Z041) VOLUSIA","FL-Z041","SR"
"FL-Z042.1","Zone","TBW","","12/3/2013 7:59:00 PM","FL","42","CITRUS","","","EST","(FL-Z042) CITRUS","FL-Z042","SR"
"FL-Z043.1","Zone","TBW","","","FL","43","SUMTER","","","EST","(FL-Z043) SUMTER","FL-Z043","SR"
"FL-Z044.1","Zone","MLB","","","FL","44","LAKE","","","EST","(FL-Z044) LAKE","FL-Z044","SR"
"FL-Z045.1","Zone","MLB","","","FL","45","ORANGE","","","EST","(FL-Z045) ORANGE","FL-Z045","SR"
"FL-Z046.1","Zone","MLB","","","FL","46","SEMINOLE","","","EST","(FL-Z046) SEMINOLE","FL-Z046","SR"
"FL-Z047.1","Zone","MLB","","","FL","47","BREVARD","","","EST","(FL-Z047) BREVARD","FL-Z047","SR"
"FL-Z048.1","Zone","TBW","","12/3/2013 7:59:00 PM","FL","48","HERNANDO","","","EST","(FL-Z048) HERNANDO","FL-Z048","SR"
"FL-Z049.1","Zone","TBW","","12/3/2013 7:59:00 PM","FL","49","PASCO","","","EST","(FL-Z049) PASCO","FL-Z049","SR"
"FL-Z050.1","Zone","TBW","","","FL","50","PINELLAS","","","EST","(FL-Z050) PINELLAS","FL-Z050","SR"
"FL-Z051.1","Zone","TBW","","","FL","51","HILLSBOROUGH","","","EST","(FL-Z051) HILLSBOROUGH","FL-Z051","SR"
"FL-Z052.1","Zone","TBW","","","FL","52","POLK","","","EST","(FL-Z052) POLK","FL-Z052","SR"
"FL-Z053.1","Zone","MLB","","","FL","53","OSCEOLA","","","EST","(FL-Z053) OSCEOLA","FL-Z053","SR"
"FL-Z054.1","Zone","MLB","","","FL","54","INDIAN RIVER","","","EST","(FL-Z054) INDIAN RIVER","FL-Z054","SR"
"FL-Z055.1","Zone","TBW","","12/3/2013 7:59:00 PM","FL","55","MANATEE","","","EST","(FL-Z055) MANATEE","FL-Z055","SR"
"FL-Z056.1","Zone","TBW","","","FL","56","HARDEE","","","EST","(FL-Z056) HARDEE","FL-Z056","SR"
"FL-Z057.1","Zone","TBW","","","FL","57","HIGHLANDS","","","EST","(FL-Z057) HIGHLANDS","FL-Z057","SR"
"FL-Z058.1","Zone","MLB","","","FL","58","OKEECHOBEE","","","EST","(FL-Z058) OKEECHOBEE","FL-Z058","SR"
"FL-Z059.1","Zone","MLB","","","FL","59","ST. LUCIE","","","EST","(FL-Z059) ST. LUCIE","FL-Z059","SR"
"FL-Z060.1","Zone","TBW","","12/3/2013 7:59:00 PM","FL","60","SARASOTA","","","EST","(FL-Z060) SARASOTA","FL-Z060","SR"
"FL-Z061.1","Zone","TBW","","","FL","61","DE SOTO","","","EST","(FL-Z061) DE SOTO","FL-Z061","SR"
"FL-Z062.1","Zone","TBW","","12/3/2013 7:59:00 PM","FL","62","CHARLOTTE","","","EST","(FL-Z062) CHARLOTTE","FL-Z062","SR"
"FL-Z063.1","Zone","MFL","","","FL","63","GLADES","","","EST","(FL-Z063) GLADES","FL-Z063","SR"
"FL-Z064.1","Zone","MLB","","","FL","64","MARTIN","","","EST","(FL-Z064) MARTIN","FL-Z064","SR"
"FL-Z065.1","Zone","TBW","","12/3/2013 7:59:00 PM","FL","65","LEE","","","EST","(FL-Z065) LEE","FL-Z065","SR"
"FL-Z066.1","Zone","MFL","","","FL","66","HENDRY","","","EST","(FL-Z066) HENDRY","FL-Z066","SR"
"FL-Z067.1","Zone","MFL","","5/31/2007 4:59:00 PM","FL","67","INLAND PALM BEACH","0","0","EST","(FL-Z067) INLAND PALM BEACH","FL-Z067","SR"
"FL-Z067.2","Zone","MFL","5/31/2007 5:00:00 PM","","FL","67","INLAND PALM BEACH COUNTY","","","EST","(FL-Z067) INLAND PALM BEACH COUNTY","FL-Z067","SR"
"FL-Z068.1","Zone","MFL","","5/31/2007 4:59:00 PM","FL","68","COASTAL PALM BEACH","0","0","EST","(FL-Z068) COASTAL PALM BEACH","FL-Z068","SR"
"FL-Z068.2","Zone","MFL","5/31/2007 5:00:00 PM","","FL","68","METRO PALM BEACH COUNTY","","","EST","(FL-Z068) METRO PALM BEACH COUNTY","FL-Z068","SR"
"FL-Z069.1","Zone","MFL","","5/31/2007 4:59:00 PM","FL","69","COASTAL COLLIER","0","0","EST","(FL-Z069) COASTAL COLLIER","FL-Z069","SR"
"FL-Z069.2","Zone","MFL","5/31/2007 5:00:00 PM","","FL","69","COASTAL COLLIER COUNTY","","","EST","(FL-Z069) COASTAL COLLIER COUNTY","FL-Z069","SR"
"FL-Z070.1","Zone","MFL","","5/31/2007 4:59:00 PM","FL","70","INLAND COLLIER","0","0","EST","(FL-Z070) INLAND COLLIER","FL-Z070","SR"
"FL-Z070.2","Zone","MFL","5/31/2007 5:00:00 PM","","FL","70","INLAND COLLIER COUNTY","","","EST","(FL-Z070) INLAND COLLIER COUNTY","FL-Z070","SR"
"FL-Z071.1","Zone","MFL","","5/31/2007 4:59:00 PM","FL","71","INLAND BROWARD","0","0","EST","(FL-Z071) INLAND BROWARD","FL-Z071","SR"
"FL-Z071.2","Zone","MFL","5/31/2007 5:00:00 PM","","FL","71","INLAND BROWARD COUNTY","","","EST","(FL-Z071) INLAND BROWARD COUNTY","FL-Z071","SR"
"FL-Z072.1","Zone","MFL","","5/31/2007 4:59:00 PM","FL","72","COASTAL BROWARD","0","0","EST","(FL-Z072) COASTAL BROWARD","FL-Z072","SR"
"FL-Z072.2","Zone","MFL","5/31/2007 5:00:00 PM","","FL","72","METRO BROWARD COUNTY","","","EST","(FL-Z072) METRO BROWARD COUNTY","FL-Z072","SR"
"FL-Z073.1","Zone","MFL","","5/31/2007 4:59:00 PM","FL","73","INLAND MIAMI-DADE","0","0","EST","(FL-Z073) INLAND MIAMI-DADE","FL-Z073","SR"
"FL-Z073.2","Zone","MFL","5/31/2007 5:00:00 PM","","FL","73","INLAND MIAMI-DADE","","","EST","(FL-Z073) INLAND MIAMI-DADE","FL-Z073","SR"
"FL-Z074.1","Zone","MFL","","5/31/2007 4:59:00 PM","FL","74","METROPOLITAN MIAMI-DADE","0","0","EST","(FL-Z074) METROPOLITAN MIAMI-DADE","FL-Z074","SR"
"FL-Z074.2","Zone","MFL","5/31/2007 5:00:00 PM","","FL","74","METROPOLITAN MIAMI-DADE","","","EST","(FL-Z074) METROPOLITAN MIAMI-DADE","FL-Z074","SR"
"FL-Z075.1","Zone","MFL","","","FL","75","MAINLAND MONROE","","","EST","(FL-Z075) MAINLAND MONROE","FL-Z075","SR"
"FL-Z076.1","Zone","KEY","","","FL","76","MONROE/UPPER KEYS","","","EST","(FL-Z076) MONROE/UPPER KEYS","FL-Z076","SR"
"FL-Z077.1","Zone","KEY","","","FL","77","MONROE/MIDDLE KEYS","","","EST","(FL-Z077) MONROE/MIDDLE KEYS","FL-Z077","SR"
"FL-Z078.1","Zone","KEY","","","FL","78","MONROE/LOWER KEYS","","","EST","(FL-Z078) MONROE/LOWER KEYS","FL-Z078","SR"
"FL-Z107.2","Zone","TAE","4/1/2010 3:00:00 AM","","FL","7","NORTH WALTON","","","EST","(FL-Z107) NORTH WALTON","FL-Z107","SR"
"FL-Z108.1","Zone","TAE","4/1/2010 3:00:00 AM","","FL","108","SOUTH WALTON","","","EST","(FL-Z108) SOUTH WALTON","FL-Z108","SR"
"FL-Z112.1","Zone","TAE","4/1/2010 3:00:00 AM","","FL","112","COASTAL BAY","","","EST","(FL-Z112) COASTAL BAY","FL-Z112","SR"
